,GPD
702,4981.854653856247
703,4971.21704744799
704,4973.577171094556
705,4754.9355967040665
706,4961.663790660999
707,5319.550851129233
708,5034.89865893253
709,4990.4629937021355
710,4986.690484597923
711,5476.526947335217
712,4772.5391945856145
713,4624.820238871824
714,5058.917266693908
715,5145.911261410799
716,4980.750626889614
717,5283.987910735144
718,4626.515269043309
719,4975.040322592984
720,5440.065900015047
721,5055.100626068475
722,5041.052366817721
723,4640.199610250063
724,5050.346732739975
725,5567.009128375146
726,4777.252740541072
727,4984.168119956824
728,4949.674286197535
729,5313.505372874966
730,4989.999561578993
731,4644.799702947469
732,4820.6631460602675
733,4961.228355538466
734,5003.003320038128
735,5346.554356888146
736,5089.500421841046
737,5212.618336947461
738,5282.068633839797
739,4841.415950108079
740,5231.796299696361
741,5887.851751850715
742,4961.7944048481395
743,4634.664156934352
744,4983.278156243808
745,5058.917266693908
746,5070.827940496471
747,4748.520769492552
748,4625.320202431659
749,4964.355664884888
750,43696.011786722316
751,45028.57227521336
752,45040.10185174333
753,46720.28975166201
754,44663.49663778592
755,46688.150731275375
756,44184.442612826664
757,44421.023298038985
758,43989.18912313707
759,44663.49663778592
760,44421.023298038985
761,45525.62237105657
762,45388.07065458871
763,45892.61034412628
764,44750.574560287896
765,44930.384706936326
766,45014.65569856465
767,44393.02686095802
768,45955.311412798845
769,45322.37910197522
770,45365.79437537164
771,47403.71006254185
772,45194.325699858964
773,45433.30697384473
774,44766.63033467107
775,47304.12622676558
776,46203.41215565468
777,44810.149711328035
778,44291.64580759158
779,44250.28789103788
780,46172.346105318415
781,45121.862666216104
782,45059.99559418798
783,43311.19325694678
784,47026.04541167859
785,44791.21050201065
786,45027.39500397284
787,48339.0008040769
788,48446.55036315292
789,44971.29072423078
790,45834.67547570667
791,43311.19325694678
792,47359.28272337576
793,46236.59598840063
794,45181.390967405634
795,44973.131772271154
796,45005.20056070444
797,44336.96077476611
798,44459.093205839294
799,44419.97551097712
800,45118.80699819541
801,44964.93991908332
802,45910.257855701544
803,44436.659823639355
804,43092.376400144705
805,45913.0889748886
806,44388.76657125794
807,47628.09630738958
808,45563.71090687633
809,45435.62219066027
810,45028.57227521336
811,45525.62237105657
812,45955.311412798845
813,45435.62219066027
814,45174.158440540676
815,43696.011786722316
816,45108.53424927776
817,46855.611539157275
818,45624.99795625345
819,44551.0642369222
820,44973.131772271154
821,47952.23395158484
822,47263.6776423187
823,45563.71090687633
824,46593.14909277345
825,45299.55266251384
826,44141.78221402515
827,44943.21142206876
828,45152.31582624145
829,45626.32684310983
830,45649.13668646268
831,45502.222519372604
832,43471.524664318546
833,46758.49361942248
834,44263.902987661386
835,46593.14909277345
836,44551.0642369222
837,44152.33722052369
838,44450.064242521206
839,46773.49161550996
840,46082.29647467421
841,44509.754989174486
842,45365.79437537164
843,44114.6911016026
844,47304.12622676558
845,45194.325699858964
846,42772.34160807677
847,44212.28452854875
848,43840.18064292852
849,46867.05642196574
850,47738.87503721114
851,45694.320212691666
852,47359.28272337576
853,45502.222519372604
854,46172.346105318415
855,46236.59598840063
856,48977.32456666175
857,46851.80807800958
858,45585.27690262444
859,46472.130732605285
860,43909.713036711284
861,45040.10185174333
862,45462.31665039064
863,44513.3033592312
864,45624.99795625345
865,45322.37910197522
866,46554.512569353334
867,45019.25770959004
868,44388.76657125794
869,44250.28789103788
870,43346.329292184004
871,44867.420687208716
872,44212.28452854875
873,43190.7775233493
874,44971.29072423078
875,45632.586334793115
876,45121.862666216104
877,44379.16079224244
878,43230.55669179101
879,46773.49161550996
880,45027.39500397284
881,44766.63033467107
882,43909.713036711284
883,48064.438048334
884,44174.553529876415
885,43848.15040587247
886,45490.88636385237
887,46540.70507136479
888,44263.902987661386
889,46867.05642196574
890,45563.009887643355
891,44414.91955414564
892,48064.438048334
893,46073.45181152455
894,48502.32204674893
895,44474.853163872365
896,46075.921424153225
897,45649.13668646268
898,45027.39500397284
899,45231.139527555024
900,44223.00798204303
901,44766.63033467107
902,44212.28452854875
903,44336.96077476611
904,44267.33013610878
905,44445.03404028892
906,44174.553529876415
907,45694.320212691666
908,45174.158440540676
909,44267.33013610878
910,46540.70507136479
911,44267.33013610878
912,43580.34012892819
913,47359.28272337576
914,47026.04541167859
915,43471.524664318546
916,44810.149711328035
917,47195.54020801704
918,47738.87503721114
919,44346.9659194329
920,45019.982044876844
921,44388.50273477307
922,46851.11962796482
923,43554.20585275628
924,44141.78221402515
925,45118.80699819541
926,45632.586334793115
927,47041.65687715009
928,46773.49161550996
929,45019.25770959004
930,44346.9659194329
931,46750.65032446097
932,45226.58953348566
933,44322.574347470596
934,45014.65569856465
935,44175.71276164326
936,44243.9541527165
937,46082.29647467421
938,48601.186118193385
939,44721.44699188747
940,45253.71393579372
941,43092.376400144705
942,44039.06792226779
943,45433.30697384473
944,42935.468030200806
945,44322.574347470596
946,47195.54020801704
947,46709.66017861683
948,46709.66017861683
949,47952.23395158484
950,44094.015001414635
951,43840.18064292852
952,48446.55036315292
953,45655.05149704307
954,44250.28789103788
955,46838.892156664966
956,44235.54054572957
957,48339.0008040769
958,45005.20056070444
959,45174.158440540676
960,43304.15873154886
961,47738.87503721114
962,44039.06792226779
963,44400.24232542722
964,43230.55669179101
965,45624.99795625345
966,47767.40675618009
967,45108.53424927776
968,45088.96644102462
969,45181.390967405634
970,47952.23395158484
971,45174.927670252124
972,45955.311412798845
973,45632.586334793115
974,43190.7775233493
975,44089.4415676788
976,43695.52300763409
977,44964.93991908332
978,44459.093205839294
979,45226.58953348566
980,44291.64580759158
981,44867.420687208716
982,44141.02499802947
983,45005.416001109
984,46852.28050001604
985,45974.04915585042
986,46851.80807800958
987,44551.0642369222
988,43346.329292184004
989,47229.15415083157
990,45019.982044876844
991,45913.0889748886
992,46540.70507136479
993,46593.14909277345
994,47108.69038425666
995,45039.382907065534
996,45121.862666216104
997,44452.246041865765
998,45910.257855701544
999,44388.50273477307
1000,44943.21142206876
1001,47195.54020801704
1002,47628.09630738958
1003,46136.437936804796
1004,45910.257855701544
1005,44414.91955414564
1006,44174.553529876415
1007,48318.702197348524
1008,46750.65032446097
1009,44414.91955414564
1010,45014.65569856465
1011,43190.7775233493
1012,48318.702197348524
1013,45019.982044876844
1014,44943.21142206876
1015,45118.26876920113
1016,43878.48899189773
1017,48446.55036315292
1018,46978.71241624634
1019,46978.71241624634
1020,44576.845821690295
1021,45299.55266251384
1022,45974.04915585042
1023,43580.34012892819
1024,45585.27690262444
1025,48502.32204674893
1026,46082.29647467421
1027,47830.81905123499
1028,44450.064242521206
1029,45088.96644102462
1030,45983.672784569346
1031,45118.26876920113
1032,49070.177582024226
1033,44419.97551097712
1034,44243.9541527165
1035,45231.139527555024
1036,44175.71276164326
1037,44336.96077476611
1038,47041.65687715009
1039,45983.672784569346
1040,45039.382907065534
1041,46758.49361942248
1042,43878.48899189773
1043,43695.52300763409
1044,44663.49663778592
1045,43934.473598518576
1046,45975.03443411099
1047,48601.186118193385
1048,45913.0889748886
1049,45585.27690262444
1050,44094.015001414635
1051,44509.754989174486
1052,47026.04541167859
1053,46709.66017861683
1054,44964.93991908332
1055,46434.16613053389
1056,43989.18912313707
1057,47041.65687715009
1058,45014.2596748604
1059,48330.329526264264
1060,44459.093205839294
1061,44857.911461988195
1062,44971.29072423078
1063,46867.05642196574
1064,44721.44699188747
1065,49070.177582024226
1066,44098.20104870104
1067,46203.41215565468
1068,45174.927670252124
1069,45892.61034412628
1070,44184.442612826664
1071,45974.04915585042
1072,47767.40675618009
1073,43304.15873154886
1074,45005.416001109
1075,45014.2596748604
1076,42772.34160807677
1077,44346.9659194329
1078,45655.04758932837
1079,44089.4415676788
1080,47229.15415083157
1081,44947.75236481511
1082,44509.754989174486
1083,45005.416001109
1084,46851.11962796482
1085,45040.10185174333
1086,44450.064242521206
1087,43934.473598518576
1088,44243.9541527165
1089,45289.48791794933
1090,45563.009887643355
1091,48423.423306738136
1092,44141.02499802947
1093,46040.365099198905
1094,46978.71241624634
1095,45108.53424927776
1096,44791.21050201065
1097,44039.06792226779
1098,44114.6911016026
1099,48064.438048334
1100,45253.71393579372
1101,44141.02499802947
1102,44474.853163872365
1103,46554.512569353334
1104,46805.20621599181
1105,45508.794813992405
1106,45508.794813992405
1107,48905.616073530655
1108,44408.956013871
1109,44721.44699188747
1110,44393.02686095802
1111,45975.03443411099
1112,44474.853163872365
1113,47767.40675618009
1114,48423.423306738136
1115,44947.75236481511
1116,46758.49361942248
1117,45655.04758932837
1118,47041.65687715009
1119,47263.6776423187
1120,48339.0008040769
1121,45019.25770959004
1122,46434.16613053389
1123,45388.07065458871
1124,43554.20585275628
1125,44791.21050201065
1126,46851.11962796482
1127,42935.468030200806
1128,45655.05149704307
1129,47304.12622676558
1130,44513.3033592312
1131,44102.29930777316
1132,46688.150731275375
1133,44098.20104870104
1134,49070.177582024226
1135,45655.05149704307
1136,46838.892156664966
1137,48330.329526264264
1138,43934.473598518576
1139,44306.992956155555
1140,44141.78221402515
1141,44393.02686095802
1142,45563.71090687633
1143,44379.16079224244
1144,42772.34160807677
1145,45118.26876920113
1146,44184.442612826664
1147,44930.384706936326
1148,46855.611539157275
1149,44857.911461988195
1150,44152.33722052369
1151,42935.468030200806
1152,46554.512569353334
1153,45626.32684310983
1154,47041.65687715009
1155,44857.911461988195
1156,44452.246041865765
1157,46720.28975166201
1158,45563.009887643355
1159,48601.186118193385
1160,46472.130732605285
1161,45174.927670252124
1162,44089.4415676788
1163,47403.71006254185
1164,45152.31582624145
1165,48905.616073530655
1166,45847.91034620166
1167,44750.574560287896
1168,43580.34012892819
1169,45975.03443411099
1170,43878.48899189773
1171,45039.382907065534
1172,44094.015001414635
1173,44235.54054572957
1174,44930.384706936326
1175,46750.65032446097
1176,44235.54054572957
1177,43304.15873154886
1178,44388.50273477307
1179,47263.6776423187
1180,44576.845821690295
1181,46073.45181152455
1182,47108.69038425666
1183,45118.80699819541
1184,45382.261954341375
1185,44408.956013871
1186,44263.902987661386
1187,48330.329526264264
1188,44102.29930777316
1189,45626.32684310983
1190,46106.42208055951
1191,46106.42208055951
1192,46472.130732605285
1193,45028.57227521336
1194,43471.524664318546
1195,45289.48791794933
1196,43230.55669179101
1197,43989.18912313707
1198,45847.91034620166
1199,46805.20621599181
1200,45490.88636385237
1201,44436.659823639355
1202,47108.69038425666
1203,43554.20585275628
1204,43848.15040587247
1205,46136.437936804796
1206,46106.42208055951
1207,45655.04758932837
1208,45388.07065458871
1209,44750.574560287896
1210,46434.16613053389
1211,48318.702197348524
1212,44102.29930777316
1213,45088.96644102462
1214,45289.48791794933
1215,46136.437936804796
1216,45694.320212691666
1217,45490.88636385237
1218,43848.15040587247
1219,47830.81905123499
1220,48423.423306738136
1221,45253.71393579372
1222,46688.150731275375
1223,45834.67547570667
1224,44306.992956155555
1225,48502.32204674893
1226,44421.023298038985
1227,43092.376400144705
1228,44322.574347470596
1229,48977.32456666175
1230,45059.99559418798
1231,47229.15415083157
1232,43695.52300763409
1233,45226.58953348566
1234,45181.390967405634
1235,44223.00798204303
1236,47628.09630738958
1237,44513.3033592312
1238,45152.31582624145
1239,44452.246041865765
1240,46236.59598840063
1241,46838.892156664966
1242,46851.80807800958
1243,44388.76657125794
1244,44291.64580759158
1245,47041.65687715009
1246,44152.33722052369
1247,45299.55266251384
1248,45462.31665039064
1249,45382.261954341375
1250,46040.365099198905
1251,44400.24232542722
1252,45462.31665039064
1253,44419.97551097712
1254,45892.61034412628
1255,44408.956013871
1256,44436.659823639355
1257,45365.79437537164
1258,46040.365099198905
1259,44306.992956155555
1260,48905.616073530655
1261,46852.28050001604
1262,45231.139527555024
1263,46855.611539157275
1264,46852.28050001604
1265,44223.00798204303
1266,48977.32456666175
1267,44947.75236481511
1268,45983.672784569346
1269,44114.6911016026
1270,45014.2596748604
1271,43311.19325694678
1272,44400.24232542722
1273,43696.011786722316
1274,45382.261954341375
1275,44175.71276164326
1276,44576.845821690295
1277,46203.41215565468
1278,46075.921424153225
1279,46075.921424153225
1280,44445.03404028892
1281,45059.99559418798
1282,43346.329292184004
1283,44445.03404028892
1284,45847.91034620166
1285,44810.149711328035
1286,45194.325699858964
1287,44973.131772271154
1288,44098.20104870104
1289,47830.81905123499
1290,45834.67547570667
1291,44867.420687208716
1292,43909.713036711284
1293,45322.37910197522
1294,46172.346105318415
1295,45508.794813992405
1296,44379.16079224244
1297,45435.62219066027
1298,45005.20056070444
1299,43840.18064292852
1300,45433.30697384473
1301,45525.62237105657
1302,46073.45181152455
1303,46720.28975166201
1304,45649.13668646268
1305,46805.20621599181
1306,47403.71006254185
1307,45502.222519372604
1308,48875.65980301559
1309,49530.18201971381
1310,47330.70291343923
1311,49461.791608456646
1312,49461.791608456646
1313,48768.79942804072
1314,48681.78533694726
1315,46674.572671330476
1316,49442.172102597375
1317,48971.039604504746
1318,48743.1226511924
1319,52416.33735215486
1320,52416.33735215486
1321,48875.65980301559
1322,45891.31978543183
1323,47648.64684929801
1324,47408.03884343989
1325,46651.52378570707
1326,49875.66446633549
1327,49875.66446633549
1328,49666.766578166185
1329,47100.82609169533
1330,49050.42513541862
1331,48140.26904671604
1332,48677.49176107735
1333,50187.79458660185
1334,52131.056676219334
1335,48725.83135342978
1336,48396.476001218565
1337,48492.11661347278
1338,49030.55232628926
1339,50250.948314702844
1340,49360.880845698935
1341,48940.79423706134
1342,47928.34415101668
1343,52131.056676219334
1344,48848.79104220437
1345,47492.32158859075
1346,46862.554921501156
1347,49378.28791331016
1348,48856.07752038758
1349,51719.5467013506
1350,51719.5467013506
1351,48940.79423706134
1352,48853.87233639716
1353,48658.94390541234
1354,49050.42513541862
1355,48076.990567092245
