,GPD
14282,42032.67472471017
14283,42032.67472471017
14284,41078.68972071294
14285,42242.69085543743
14286,41972.56869691926
14287,40653.992263835964
14288,41003.47171441712
14289,42243.630821498744
14290,42094.998060055965
14291,42240.10662623408
14292,40503.74201642249
14293,42782.23756385487
14294,42092.59991260459
14295,41502.80647442391
14296,41071.83448453316
14297,41473.896216506546
14298,41115.1287832113
14299,42133.50580556186
14300,41475.74070040199
14301,40764.997860387
14302,41314.75405059807
14303,40825.18569602168
14304,41067.2039348165
14305,42596.004929826864
14306,41564.99305421798
14307,42138.3880548811
14308,41571.06645159244
14309,41619.9581519156
14310,42739.577493629025
14311,42240.10662623408
14312,40980.01826684862
14313,41667.09654944411
14314,42243.630821498744
14315,40307.08088906457
14316,42195.85990103743
14317,40802.83901144349
14318,41723.73885959673
14319,40724.41342657927
14320,42244.52439245314
14321,42244.52439245314
14322,42244.52439245314
14323,40880.65690436805
14324,41818.62020728877
14325,41758.85500918342
14326,41028.96766433023
14327,42206.07485854476
14328,41060.89459951685
14329,42073.31407791606
14330,42479.86521695032
14331,42564.519836765634
14332,41478.6796922164
14333,41821.07213014837
14334,42251.733806082564
14335,40790.69059579119
14336,41784.03486549
14337,41247.99152613622
14338,41073.71836043972
14339,41818.62020728877
14340,42198.48727781032
14341,42050.55803780417
14342,42050.55803780417
14343,42121.662131297504
14344,42366.36684748149
14345,42373.8554557786
14346,42017.82561231265
14347,40549.48138535526
14348,41880.37070965722
14349,40806.31535080183
14350,40760.75406718014
14351,41334.97914438836
14352,40880.65690436805
14353,41764.65733125062
14354,40914.01351005903
14355,41329.115709286605
14356,42206.07485854476
14357,41568.78503216205
14358,42025.832667975206
14359,42025.832667975206
14360,42329.051840915425
14361,41096.5927682075
14362,42218.49539793508
14363,41609.20147263858
14364,40966.29197685361
14365,41003.47171441712
14366,40741.61355613025
14367,40854.08449969941
14368,40843.39740178146
14369,41078.9534965727
14370,41044.6165679973
14371,41043.674041651255
14372,42032.67472471017
14373,42032.67472471017
14374,42068.26366589467
14375,42121.662131297504
14376,49394.21087263263
14377,49394.21087263263
14378,49394.21087263263
14379,42036.747296929716
14380,42036.747296929716
14381,42240.36074580643
14382,42411.10150114658
14383,41964.4456254401
14384,40762.34938158749
14385,42253.72292765009
14386,40726.065699875646
14387,41636.27718784803
14388,41723.08956526231
14389,40765.52117455598
14390,42158.188997895995
14391,42158.188997895995
14392,42158.188997895995
14393,41451.71003124701
14394,42241.866089077565
14395,41097.22354360782
14396,41541.03128015504
14397,42274.22423862801
14398,42373.219863295744
14399,42284.25923560844
14400,42308.25573919009
14401,40914.01351005903
14402,42409.92864698717
14403,42299.04441326226
14404,41661.06695030651
14405,49394.21087263263
14406,49394.21087263263
14407,49394.21087263263
14408,42798.41977411799
14409,40880.833243219175
14410,41872.29662662152
14411,41119.00752443494
14412,40816.83998649985
14413,41857.74886621082
14414,42259.339229839825
14415,41073.71836043972
14416,42249.01179913661
14417,42049.23060731086
14418,41455.38832820167
14419,40784.52662980619
14420,40724.41342657927
14421,41334.97914438836
14422,40948.84780510336
14423,42084.57413783684
14424,42084.57413783684
14425,42084.57413783684
14426,42277.319927824865
14427,42264.103943031434
14428,42024.20301096316
14429,42196.502195998284
14430,41568.78503216205
14431,41891.76625183711
14432,42603.61408050363
14433,40226.008716279575
14434,41028.96766433023
14435,42479.86521695032
14436,42739.577493629025
14437,42587.211672409074
14438,40973.73468898319
14439,40876.57298356747
14440,42274.22423862801
14441,40937.27599780356
14442,41486.428271616416
14443,42798.41977411799
14444,42234.99460158428
14445,42234.99460158428
14446,42234.99460158428
14447,40211.32370396032
14448,41085.90556218731
14449,42134.797507514275
14450,42373.219863295744
14451,42446.34134411287
14452,41667.09654944411
14453,40792.08833292137
14454,40897.40094678889
14455,42050.55803780417
14456,42050.55803780417
14457,44530.90900733502
14458,42107.57708320014
14459,44859.55839391094
14460,45109.17751809953
14461,42608.601675196376
14462,44977.4768549078
14463,41353.18576036882
14464,41731.4198114171
14465,41347.24032230431
14466,44400.852587120986
14467,43906.67862148692
14468,45115.70933540106
14469,41565.57943332654
14470,40978.357993635145
14471,41843.80576291031
14472,44840.29985293608
14473,44238.00564426226
14474,43779.56321458742
14475,42157.083193973995
14476,41457.86964786687
14477,41221.68438619083
14478,42515.279263032804
14479,45562.32756452224
14480,42373.559999690944
14481,41292.816887488676
14482,42258.7998926226
14483,41843.80576291031
14484,44858.38358127211
14485,41371.85303455997
14486,41691.45201675847
14487,42047.58658480331
14488,43318.92173387924
14489,44593.57860180973
14490,44824.737986370455
14491,46333.789942420655
14492,41098.53938588344
14493,42907.3195510226
14494,44836.0021420125
14495,41342.20127578701
14496,41975.47435881167
14497,44902.779154323216
14498,41947.08893237321
14499,44263.38741409991
14500,44860.68158179937
14501,46509.472390088755
14502,42047.58658480331
14503,41943.815337267035
14504,41620.43504158265
14505,41348.547508173535
14506,44400.852587120986
14507,41718.147167940035
14508,42736.01737700976
14509,44333.96005618766
14510,41476.148403255494
14511,45575.34901852092
14512,41353.18576036882
14513,44811.63360610431
14514,41001.27218584089
14515,45213.655926143096
14516,42191.88183506203
14517,43903.86362316854
14518,41876.68869706737
14519,45575.34901852092
14520,46509.472390088755
14521,41998.54140982507
14522,44415.75256408965
14523,41348.547508173535
14524,43528.09295873862
14525,45254.21532470824
14526,40992.094204844165
14527,42546.11726951794
14528,41975.47435881167
14529,41843.80576291031
14530,41741.429428520176
14531,45334.85958000232
14532,40511.42202929357
14533,44630.16778046712
14534,42528.284422311175
14535,41565.57943332654
14536,42107.57708320014
14537,44864.707633444545
14538,41380.66278304218
14539,42450.972501920674
14540,44851.275267020406
14541,42546.11726951794
14542,43903.86362316854
14543,41383.240654572066
14544,44948.357584028134
14545,44227.56775002211
14546,42047.58658480331
14547,46333.789942420655
14548,48924.737968913694
14549,44415.75256408965
14550,41731.4198114171
14551,42911.27283425043
14552,42112.4502337547
14553,41975.47435881167
14554,45523.43816780795
14555,43983.772173371945
14556,45523.43816780795
14557,44593.57860180973
14558,43779.56321458742
14559,46340.17036914906
14560,44263.38741409991
14561,42736.01737700976
14562,44832.851125298344
14563,41620.43504158265
14564,44948.357584028134
14565,43244.50984758512
14566,42515.279263032804
14567,45115.70933540106
14568,42358.607124696784
14569,43528.09295873862
14570,45075.430924574335
14571,44824.737986370455
14572,41723.26724314004
14573,45294.08412744106
14574,44630.16778046712
14575,42528.284422311175
14576,45189.69626092463
14577,44087.857134268015
14578,44331.63066655661
14579,44346.494504369795
14580,41946.08192034313
14581,41741.429428520176
14582,41943.815337267035
14583,44811.63360610431
14584,42191.88183506203
14585,45115.70933540106
14586,41327.266408121664
14587,43761.65969044613
14588,43779.56321458742
14589,45165.34787647055
14590,44864.707633444545
14591,41176.853990726595
14592,43259.628723603586
14593,41747.36009670999
14594,45334.85958000232
14595,42191.88183506203
14596,42563.00127571265
14597,45213.655926143096
14598,42426.34483107154
14599,41723.26724314004
14600,40963.4830593947
14601,43259.628723603586
14602,42615.63554817358
14603,50165.624601984404
14604,45358.09918568419
14605,44902.779154323216
14606,50165.624601984404
14607,41221.68438619083
14608,41973.13652795303
14609,42070.111297063544
14610,44836.0021420125
14611,43318.92173387924
14612,45523.43816780795
14613,44840.29985293608
14614,41985.048907741555
14615,43983.772173371945
14616,41208.29027979644
14617,41208.29027979644
14618,42563.00127571265
14619,41603.00749912247
14620,40978.357993635145
14621,41344.92531333401
14622,43864.13057344925
14623,41457.86964786687
14624,44101.20932531483
14625,41292.816887488676
14626,44101.20932531483
14627,42608.601675196376
14628,42449.662195393306
14629,42449.662195393306
14630,44087.857134268015
14631,41380.66278304218
14632,42426.34483107154
14633,43903.86362316854
14634,41553.89569199602
14635,41747.36009670999
14636,42373.559999690944
14637,42439.22776143366
14638,41942.348039248056
14639,41327.266408121664
14640,44401.35821818572
14641,41718.147167940035
14642,45075.430924574335
14643,41206.4964351059
14644,40511.42202929357
14645,42426.34483107154
14646,42564.8116627755
14647,41347.24032230431
14648,41731.4198114171
14649,45165.34787647055
14650,44977.4768549078
14651,43864.13057344925
14652,44331.63066655661
14653,41380.66278304218
14654,45294.08412744106
14655,41090.5909985186
14656,44609.052271307206
14657,41150.75496220765
14658,41327.266408121664
14659,41647.67465846718
14660,44609.052271307206
14661,41946.08192034313
14662,46340.17036914906
14663,45294.08412744106
14664,41985.048907741555
14665,44977.4768549078
14666,42258.7998926226
14667,43741.15495486153
14668,42112.4502337547
14669,43296.885718166646
14670,42563.00127571265
14671,41438.56051765509
14672,43906.67862148692
14673,42107.57708320014
14674,41371.85303455997
14675,44331.63066655661
14676,44954.45344135694
14677,42911.27283425043
14678,45109.17751809953
14679,42515.279263032804
14680,41208.29027979644
14681,44263.38741409991
14682,44255.76117812301
14683,44824.737986370455
14684,42615.63554817358
14685,41942.348039248056
14686,41090.5909985186
14687,42546.11726951794
14688,45075.430924574335
14689,45562.32756452224
14690,43864.13057344925
14691,42907.3195510226
14692,42373.559999690944
14693,48924.737968913694
14694,45254.21532470824
14695,41720.993649391516
14696,46333.789942420655
14697,41553.89569199602
14698,42112.4502337547
14699,41998.54140982507
14700,44902.779154323216
14701,42439.22776143366
14702,42909.20118474806
14703,41098.53938588344
14704,44101.20932531483
14705,41943.815337267035
14706,43244.50984758512
14707,46340.17036914906
14708,43584.41024776743
14709,41947.08893237321
14710,43983.772173371945
14711,42070.111297063544
14712,45221.57168889921
14713,43741.15495486153
14714,42516.94148515763
14715,44238.00564426226
14716,41741.429428520176
14717,44609.052271307206
14718,41098.53938588344
14719,41876.68869706737
14720,41221.68438619083
14721,42528.284422311175
14722,41476.148403255494
14723,41565.57943332654
14724,41344.92531333401
14725,42070.111297063544
14726,45109.17751809953
14727,45358.09918568419
14728,44858.38358127211
14729,42516.94148515763
14730,41747.36009670999
14731,45221.57168889921
14732,45575.34901852092
14733,42450.972501920674
14734,42736.01737700976
14735,41973.13652795303
14736,41942.348039248056
14737,44811.63360610431
14738,42608.601675196376
14739,44255.76117812301
14740,43296.885718166646
14741,43259.628723603586
14742,41383.240654572066
14743,44954.45344135694
14744,43244.50984758512
14745,41206.4964351059
14746,42907.3195510226
14747,45221.57168889921
14748,41946.08192034313
14749,45254.21532470824
14750,45165.34787647055
14751,41647.67465846718
14752,41457.86964786687
14753,41371.85303455997
14754,41438.56051765509
14755,42911.27283425043
14756,42564.8116627755
14757,41348.547508173535
14758,41647.67465846718
14759,41723.26724314004
14760,45358.09918568419
14761,44530.90900733502
14762,41176.853990726595
14763,44859.55839391094
14764,41353.18576036882
14765,44238.00564426226
14766,41720.993649391516
14767,44400.852587120986
14768,44948.357584028134
14769,43584.41024776743
14770,41603.00749912247
14771,44832.851125298344
14772,41476.148403255494
14773,41603.00749912247
14774,41342.20127578701
14775,40963.4830593947
14776,44840.29985293608
14777,42615.63554817358
14778,42358.607124696784
14779,42909.20118474806
14780,43741.15495486153
14781,41001.27218584089
14782,42909.20118474806
14783,44954.45344135694
14784,44832.851125298344
14785,41342.20127578701
14786,41691.45201675847
14787,44859.55839391094
14788,40511.42202929357
14789,41001.27218584089
14790,44087.857134268015
14791,41985.048907741555
14792,41438.56051765509
14793,40978.357993635145
14794,44851.275267020406
14795,44346.494504369795
14796,44227.56775002211
14797,42439.22776143366
14798,41176.853990726595
14799,42157.083193973995
14800,42516.94148515763
14801,44255.76117812301
14802,41206.4964351059
14803,40992.094204844165
14804,40992.094204844165
14805,44860.68158179937
14806,48924.737968913694
14807,44401.35821818572
14808,41718.147167940035
14809,41720.993649391516
14810,45189.69626092463
14811,43296.885718166646
14812,41344.92531333401
14813,44333.96005618766
14814,41150.75496220765
14815,44851.275267020406
14816,42258.7998926226
14817,43906.67862148692
14818,46509.472390088755
14819,44346.494504369795
14820,44530.90900733502
14821,50165.624601984404
14822,41150.75496220765
14823,44630.16778046712
14824,45213.655926143096
14825,41947.08893237321
14826,44401.35821818572
14827,44864.707633444545
14828,41973.13652795303
14829,40963.4830593947
14830,43761.65969044613
14831,43584.41024776743
14832,45562.32756452224
14833,41383.240654572066
14834,42358.607124696784
14835,44860.68158179937
14836,44858.38358127211
14837,45189.69626092463
14838,45334.85958000232
14839,42157.083193973995
14840,43318.92173387924
14841,44415.75256408965
14842,44836.0021420125
14843,41347.24032230431
14844,41998.54140982507
14845,41876.68869706737
14846,41090.5909985186
14847,44227.56775002211
14848,42450.972501920674
14849,42564.8116627755
14850,42449.662195393306
14851,44593.57860180973
14852,41292.816887488676
14853,41620.43504158265
14854,41553.89569199602
14855,44333.96005618766
14856,43528.09295873862
14857,41691.45201675847
14858,43761.65969044613
14859,42848.019252609476
14860,39133.01406818998
14861,39557.45932260362
14862,39278.37266991261
14863,38556.728755265336
14864,42440.15397013452
14865,42013.82419045603
14866,39235.95584600806
14867,39863.17003898282
14868,40436.58453627184
14869,39926.1750141645
14870,39969.2226524673
14871,39316.11869193162
14872,39347.57381122534
14873,43332.37439522814
14874,39655.7194227138
14875,38259.39364080226
14876,40737.16437414646
14877,39432.512742740044
14878,41625.71817417482
14879,39529.53541070336
14880,39390.77591645916
14881,37883.03809902431
14882,39390.77591645916
14883,39316.11869193162
14884,39133.01406818998
14885,39428.699198507624
14886,39562.79913373757
14887,41625.71817417482
14888,51550.84543021772
14889,37883.03809902431
14890,39653.23094128331
14891,42411.54474802152
14892,42848.019252609476
14893,39529.53541070336
14894,40197.71521115833
14895,38654.34792206685
14896,39432.512742740044
14897,39156.63652144172
14898,39316.11869193162
14899,39951.03093635864
14900,39541.38620274034
14901,42013.82419045603
14902,39192.00659408357
14903,40401.79287515319
14904,39163.09495144157
14905,39969.2226524673
14906,39541.38620274034
14907,38487.96543663964
14908,39390.77591645916
14909,40543.95125256758
14910,39827.610827302924
14911,39592.95971225592
14912,38556.728755265336
14913,40715.683905965605
14914,39037.24138536684
14915,36085.752596412494
14916,40715.683905965605
14917,39323.32370916855
14918,39978.66525864842
14919,40035.552323178745
14920,39432.512742740044
14921,39156.63652144172
14922,39557.45932260362
14923,39192.00659408357
14924,38259.39364080226
14925,42411.54474802152
14926,39235.95584600806
14927,39133.01406818998
14928,39711.694480235004
14929,43332.37439522814
14930,40737.16437414646
14931,40543.95125256758
14932,40035.552323178745
14933,39592.95971225592
14934,39235.95584600806
14935,39926.50275299702
14936,39192.00659408357
14937,39428.699198507624
14938,41685.38690251381
14939,39711.694480235004
14940,39655.7194227138
14941,37765.55062403288
14942,39037.24138536684
14943,42848.019252609476
14944,40715.683905965605
14945,39557.45932260362
14946,38654.34792206685
14947,41685.38690251381
14948,39452.49778199122
14949,39592.95971225592
14950,39827.610827302924
14951,39926.1750141645
14952,39827.610827302924
14953,39156.63652144172
14954,42440.15397013452
14955,39118.21057147217
14956,39926.50275299702
14957,39429.61351183322
14958,39541.38620274034
14959,38556.728755265336
14960,39682.10459292425
14961,39452.49778199122
14962,43332.37439522814
14963,40401.79287515319
14964,39682.10459292425
14965,40543.95125256758
14966,42013.82419045603
14967,39278.37266991261
14968,38487.96543663964
14969,39653.23094128331
14970,39163.09495144157
14971,37883.03809902431
14972,39863.17003898282
14973,39163.09495144157
14974,38654.34792206685
14975,40035.552323178745
14976,39572.158919592744
14977,39655.7194227138
14978,40252.42413558122
14979,39926.1750141645
14980,37765.55062403288
14981,39682.10459292425
14982,39562.79913373757
14983,37765.55062403288
14984,39323.32370916855
14985,36085.752596412494
14986,39452.49778199122
14987,40252.42413558122
14988,39278.37266991261
14989,39410.48811037856
14990,39347.57381122534
14991,39428.699198507624
14992,39978.66525864842
14993,39830.24321726432
14994,39429.61351183322
14995,39830.24321726432
14996,39863.17003898282
14997,51550.84543021772
14998,39347.57381122534
14999,41625.71817417482
15000,39118.21057147217
15001,40252.42413558122
15002,42411.54474802152
15003,40737.16437414646
15004,39529.53541070336
15005,39957.65944445084
15006,39926.50275299702
15007,39830.24321726432
15008,39711.694480235004
15009,40436.58453627184
15010,39951.03093635864
15011,40436.58453627184
15012,39969.2226524673
15013,39410.48811037856
15014,39653.23094128331
15015,41685.38690251381
15016,42440.15397013452
15017,39572.158919592744
15018,40197.71521115833
15019,39957.65944445084
15020,39957.65944445084
15021,39037.24138536684
15022,39562.79913373757
15023,39429.61351183322
15024,39951.03093635864
15025,38487.96543663964
15026,39118.21057147217
15027,39978.66525864842
15028,40197.71521115833
15029,39572.158919592744
15030,39323.32370916855
15031,36085.752596412494
15032,39410.48811037856
15033,51550.84543021772
15034,40401.79287515319
15035,38259.39364080226
15036,39796.23266619218
15037,40176.99621807926
15038,39997.368452101604
15039,39911.362320971384
15040,40031.571603369535
15041,40586.884896541276
15042,40215.08052451392
15043,40710.14098673918
15044,39435.30018254861
15045,40311.16994434884
15046,40311.16994434884
15047,39145.34130071536
15048,39442.66466199422
15049,40852.81535197094
15050,39997.368452101604
15051,39518.86805478896
15052,40176.99621807926
15053,39905.16423807738
15054,39403.0308437832
15055,39921.0730057998
15056,38985.02975352422
15057,39764.59381475993
15058,39409.17805564759
15059,39150.104563528046
15060,39865.761527120325
15061,39435.30018254861
15062,39145.34130071536
15063,39921.0730057998
15064,39975.22293636842
15065,39333.91262735499
15066,40220.796311388374
15067,40634.56787569872
15068,38931.95807835177
15069,39347.65943667652
15070,40446.9011648445
15071,39145.34130071536
15072,40710.14098673918
15073,40215.08052451392
15074,40634.56787569872
15075,39911.362320971384
15076,38901.5630496425
15077,40261.883230874664
15078,39796.23266619218
15079,39905.16423807738
15080,40852.81535197094
15081,39997.368452101604
15082,40627.484153930345
15083,39764.59381475993
15084,40532.62206509834
15085,39442.66466199422
15086,38931.95807835177
15087,40031.571603369535
15088,38931.95807835177
15089,39403.0308437832
15090,40532.62206509834
15091,40586.884896541276
15092,39180.226280912386
15093,39180.226280912386
15094,39150.104563528046
15095,40261.883230874664
15096,39409.17805564759
15097,40332.51074851274
15098,41356.441127844795
15099,40220.796311388374
15100,39865.761527120325
15101,40332.51074851274
15102,38985.02975352422
15103,40668.973838182756
15104,40852.81535197094
15105,39518.86805478896
15106,40220.796311388374
15107,39435.30018254861
15108,39865.761527120325
15109,40176.99621807926
15110,38901.5630496425
15111,39911.362320971384
15112,39409.17805564759
15113,39150.104563528046
15114,40634.56787569872
15115,40532.62206509834
15116,39403.0308437832
15117,39347.65943667652
15118,39347.65943667652
15119,39921.0730057998
15120,40646.47722228902
15121,40646.47722228902
15122,40668.973838182756
15123,40311.16994434884
15124,40446.9011648445
15125,39975.22293636842
15126,38985.02975352422
15127,39180.226280912386
15128,40586.884896541276
15129,40261.883230874664
15130,40215.08052451392
15131,39333.91262735499
15132,40627.484153930345
15133,39905.16423807738
15134,40031.571603369535
15135,40446.9011648445
15136,39796.23266619218
15137,39333.91262735499
15138,40646.47722228902
15139,39442.66466199422
15140,40627.484153930345
15141,40710.14098673918
15142,38901.5630496425
15143,40668.973838182756
15144,39975.22293636842
15145,41356.441127844795
15146,39764.59381475993
15147,41356.441127844795
15148,40332.51074851274
15149,39518.86805478896
15150,39281.38181519695
15151,39067.46823559984
15152,39271.101666134564
15153,39289.76114145679
15154,39535.60955957945
15155,38955.497345522774
15156,39001.7331627823
15157,39323.53595632964
15158,38810.213890387415
15159,39195.02024453639
15160,38810.16655279606
15161,38599.87036182177
15162,39288.72738234688
15163,39731.08329305435
15164,39287.759934576636
15165,39235.227764572424
15166,39205.17468518608
15167,39274.210629003894
15168,38810.213890387415
15169,39087.34527515282
15170,39772.74546275292
15171,39279.01672073871
15172,38728.320433114364
15173,39187.653038946686
15174,39285.85426783169
15175,38918.00684619147
15176,39283.10411495467
15177,39525.95189354856
15178,39351.38533707191
15179,38918.00684619147
15180,39390.18791631657
15181,39400.59745664141
15182,39227.369563508
15183,39485.81352907386
15184,39587.19084837459
15185,39173.178060821934
15186,39549.63085475149
15187,39174.67152750937
15188,39274.210629003894
15189,39205.17468518608
15190,39776.86108271535
15191,39150.71093680133
15192,39274.210629003894
15193,39154.61526575267
15194,39223.65168610317
15195,39596.16262717806
15196,38636.800522830854
15197,39171.1219272216
15198,38810.16655279606
15199,39283.10411495467
15200,39818.03335076385
15201,38723.825623246106
15202,39266.070291976575
15203,39304.810656689886
15204,39292.50492777329
15205,39173.178060821934
15206,39521.36473329982
15207,39517.82133934612
15208,38772.24575031017
15209,39223.65168610317
15210,39613.89115676578
15211,39173.371267393566
15212,39292.50492777329
15213,39323.958783646536
15214,39283.5977834286
15215,39415.01454221757
15216,39253.866495164315
15217,39104.46915960827
15218,38867.77269704922
15219,39097.37566778816
15220,39281.37172665537
15221,39288.72738234688
15222,39178.41235149598
15223,39171.1219272216
15224,39279.01672073871
15225,38971.86766410575
15226,39253.866495164315
15227,39352.841420839046
15228,39170.85011821227
15229,39671.78132377271
15230,39141.833516732266
15231,39174.67152750937
15232,39324.50886458185
15233,38268.60557118434
15234,39283.07573078672
15235,38636.800522830854
15236,39173.371267393566
15237,39260.34391030068
15238,39187.653038946686
15239,39240.5893157111
15240,39648.93495212523
15241,39415.01454221757
15242,39266.070291976575
15243,38804.91760006147
15244,39525.95189354856
15245,39227.369563508
15246,39204.20862095037
15247,39352.2938312064
15248,39427.17635894935
15249,39168.849766266954
15250,39269.30490414051
15251,39170.85011821227
15252,38268.60557118434
15253,39281.38181519695
15254,39204.20862095037
15255,39525.76193002709
15256,38847.03709555455
15257,39178.43846287728
15258,39269.30490414051
15259,39324.50886458185
15260,39028.5733817029
15261,39144.89372874822
15262,38500.44863749135
15263,38792.42278319153
15264,39170.85011821227
15265,38607.64796630281
15266,39527.69853917498
15267,39731.08329305435
15268,39549.63085475149
15269,38776.682493556706
15270,39328.292097335936
15271,39328.292097335936
15272,39141.833516732266
15273,39087.34527515282
15274,39285.85426783169
15275,39695.81942185783
15276,39178.43846287728
15277,39304.810656689886
15278,39596.16262717806
15279,39274.210629003894
15280,39695.81942185783
15281,39281.38181519695
15282,38946.55553533932
15283,39144.89372874822
15284,39671.78132377271
15285,38955.497345522774
15286,39429.209396562524
15287,38723.825623246106
15288,39596.16262717806
15289,39193.190618434295
15290,39178.43846287728
15291,39046.20490084367
15292,39362.206337965144
15293,37247.268060358154
15294,39188.21452427459
15295,39096.30304745343
15296,38847.03709555455
15297,39535.60955957945
15298,39281.37172665537
15299,39089.372346193064
15300,39195.02024453639
15301,38918.63061382035
15302,39001.7331627823
15303,37247.268060358154
15304,39525.76193002709
15305,39150.71093680133
15306,39607.49576431133
15307,39085.60979524559
15308,38563.09352582642
15309,39261.22552541756
15310,38772.24575031017
15311,39109.31119532412
15312,39776.86108271535
15313,38776.682493556706
15314,39285.05062227097
15315,39097.37566778816
15316,39395.87452755459
15317,39185.446428606694
15318,39183.56564177071
15319,39148.60369608136
15320,38563.09352582642
15321,39427.17635894935
15322,39522.24655678998
15323,39480.967810526665
15324,38971.86766410575
15325,38867.77269704922
15326,39284.72353447322
15327,39695.81942185783
15328,39522.24655678998
15329,39291.423912492595
15330,38728.320433114364
15331,38804.91760006147
15332,38955.497345522774
15333,39323.53595632964
15334,39324.50886458185
15335,39170.698590451735
15336,39262.22830181592
15337,38810.16655279606
15338,39188.21452427459
15339,38563.09352582642
15340,39093.427403475616
15341,39262.22830181592
15342,39240.5893157111
15343,39287.759934576636
15344,39171.1219272216
15345,39517.82133934612
15346,39613.89115676578
15347,39097.37566778816
15348,37468.45289401677
15349,39170.698590451735
15350,39131.04355434385
15351,39317.31423654594
15352,39281.37172665537
15353,39168.849766266954
15354,39463.78455120018
15355,39259.4379011965
15356,39141.833516732266
15357,38783.85593298882
15358,39429.209396562524
15359,39109.31119532412
15360,39085.60979524559
15361,39362.206337965144
15362,39279.01672073871
15363,38636.800522830854
15364,39261.53707204304
15365,39772.74546275292
15366,39595.32828719108
15367,39776.86108271535
15368,39200.88008574872
15369,39131.04355434385
15370,39174.67152750937
15371,38772.178395057155
15372,39251.46192691163
15373,39261.22552541756
15374,38918.00684619147
15375,39331.96538073695
15376,39185.446428606694
15377,39187.653038946686
15378,39091.08355530764
15379,39522.24655678998
15380,39283.5977834286
15381,39046.20490084367
15382,39287.534523133334
15383,37468.45289401677
15384,39440.1817690795
15385,39291.423912492595
15386,38870.61804679797
15387,38500.44863749135
15388,39089.372346193064
15389,38867.77269704922
15390,39427.17635894935
15391,38784.48903941199
15392,38870.61804679797
15393,39527.69853917498
15394,39390.18791631657
15395,39613.89115676578
15396,39248.477212208
15397,39183.56564177071
15398,39181.96339986448
15399,38772.178395057155
15400,39587.19084837459
15401,39185.446428606694
15402,39521.36473329982
15403,39285.85426783169
15404,39400.59745664141
15405,39607.49576431133
15406,39351.38533707191
15407,38792.42278319153
15408,39613.30174762713
15409,39271.101666134564
15410,38971.86766410575
15411,39261.22552541756
15412,39104.46915960827
15413,38792.42278319153
15414,39400.59745664141
15415,39264.08581106589
15416,39440.1817690795
15417,39050.76492353705
15418,39613.30174762713
15419,39096.30304745343
15420,39087.34527515282
15421,39410.74644406173
15422,39427.91365010214
15423,39205.17468518608
15424,39525.76193002709
15425,39264.08581106589
15426,39517.82133934612
15427,39012.558062832744
15428,39259.4379011965
15429,39173.178060821934
15430,39262.22830181592
15431,38599.87036182177
15432,38918.63061382035
15433,39093.427403475616
15434,38783.85593298882
15435,38772.178395057155
15436,39818.03335076385
15437,39019.01443312831
15438,38723.825623246106
15439,38819.8180859791
15440,39587.19084837459
15441,39291.423912492595
15442,39429.209396562524
15443,39260.34391030068
15444,39331.96538073695
15445,39251.46192691163
15446,39235.227764572424
15447,39521.36473329982
15448,39285.05062227097
15449,39178.41235149598
15450,39595.32828719108
15451,39188.21452427459
15452,39595.32828719108
15453,39410.74644406173
15454,38776.682493556706
15455,38819.8180859791
15456,39235.227764572424
15457,38728.320433114364
15458,39485.81352907386
15459,39093.427403475616
15460,39480.967810526665
15461,39168.849766266954
15462,39346.72565921188
15463,39323.53595632964
15464,39607.49576431133
15465,39096.30304745343
15466,39555.834130968375
15467,39274.210629003894
15468,39200.88008574872
15469,39731.08329305435
15470,39395.87452755459
15471,39183.56564177071
15472,39549.63085475149
15473,39535.60955957945
15474,39648.93495212523
15475,39148.60369608136
15476,39671.78132377271
15477,39772.74546275292
15478,39440.1817690795
15479,39269.30490414051
15480,39283.07573078672
15481,39525.95189354856
15482,39204.20862095037
15483,39463.78455120018
15484,39527.69853917498
15485,39287.534523133334
15486,39287.534523133334
15487,39351.38533707191
15488,39195.02024453639
15489,39170.698590451735
15490,39395.87452755459
15491,38847.03709555455
15492,39284.72353447322
15493,39266.070291976575
15494,39154.61526575267
15495,39331.96538073695
15496,39317.31423654594
15497,39292.50492777329
15498,39173.371267393566
15499,39019.01443312831
15500,39415.01454221757
15501,39362.206337965144
15502,39261.53707204304
15503,39271.101666134564
15504,39001.7331627823
15505,39352.2938312064
15506,39283.07573078672
15507,39175.972807671584
15508,39346.72565921188
15509,39175.972807671584
15510,39091.08355530764
15511,39288.72738234688
15512,38819.8180859791
15513,39352.841420839046
15514,39287.759934576636
15515,39261.53707204304
15516,39289.76114145679
15517,39089.372346193064
15518,38607.64796630281
15519,39178.41235149598
15520,38784.48903941199
15521,39555.834130968375
15522,39046.20490084367
15523,39240.5893157111
15524,39463.78455120018
15525,39131.04355434385
15526,39050.76492353705
15527,39304.810656689886
15528,39012.558062832744
15529,39144.89372874822
15530,38804.91760006147
15531,38870.61804679797
15532,39264.08581106589
15533,39223.65168610317
15534,39019.01443312831
15535,39085.60979524559
15536,39427.91365010214
15537,39109.31119532412
15538,38946.55553533932
15539,38772.24575031017
15540,39283.5977834286
15541,38500.44863749135
15542,39067.46823559984
15543,39154.61526575267
15544,39050.76492353705
15545,39067.46823559984
15546,38599.87036182177
15547,37247.268060358154
15548,39328.292097335936
15549,37468.45289401677
15550,39480.967810526665
15551,38783.85593298882
15552,39284.72353447322
15553,39283.10411495467
